ADDRESS;CITY;ENTITY_ID;LATITUDE;LOADER_TYPE;LONGITUDE;NUMBER_OF_CHARGING_POINTS;OPERATING_COMPANY;PLUG_TYPES_1;PLUG_TYPES_2;PLUG_TYPES_3;PLUG_TYPES_4;POWER_1_KW;POWER_2_KW;POWER_3_KW;POWER_4_KW;START_UP_DATE;ZIP_CODE
Gießerstraße 37;Leipzig;1118;51.324518;Normalladeeinrichtung;12.327299;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.11.11;4229
Könneritzstraße 95;Leipzig;1119;51.319443;Normalladeeinrichtung;12.341768;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4229
Zur Weißen Mark 1;Leipzig;1120;51.251353;Normalladeeinrichtung;12.314708;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.13;4249
Karl-Liebknecht Straße 52;Leipzig;1121;51.324596;Normalladeeinrichtung;12.373396;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4275
Bernhard Göring Straße 152;Leipzig;1122;51.310845;Normalladeeinrichtung;12.376104;1;Stadtwerke Leipzig GmbH;AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.12;4277
Scheffelstraße 35;Leipzig;1123;51.311695;Normalladeeinrichtung;12.372912;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4277
Bornaische Straße 108;Leipzig;1124;51.301227;Normalladeeinrichtung;12.384566;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4277
Karl Liebknecht Straße 132;Leipzig;1125;51.31451;Normalladeeinrichtung;12.373186;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.10.11;4277
Bornaische Straße 55;Leipzig;1126;51.305046;Normalladeeinrichtung;12.382487;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;05.07.18;4277
Dresdnerstraße 80;Leipzig;1127;51.3373523;Schnellladeeinrichtung;12.4047889;2;Kaufland Warenhandel Löbau GmbH & Co. KG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;24.01.18;4317
Schongauer Str. 29-31;Leipzig;1128;51.348367;Normalladeeinrichtung;12.471781;2;Autohaus Müller Leipzig;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;05.09.18;4328
Schongauer Str 29-31;Leipzig;1129;51.348367;Normalladeeinrichtung;12.471781;2;Autohaus Müller Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;09.11.18;4328
Hertzstraße 4;Leipzig;1130;51.367626;Normalladeeinrichtung;12.466561;4;Stadtwerke Leipzig GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;20.0;22.0;22.0;22.0;27.08.18;4329
Stannebeinplatz 3;Leipzig;1131;51.351586;Normalladeeinrichtung;12.407062;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4347
Messe Allee 1;Leipzig;1132;51.39844;Normalladeeinrichtung;12.399376;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.14;4356
Messe Allee 1;Leipzig;1133;51.395998;Normalladeeinrichtung;12.395038;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.14;4356
Friedrich-Ebert-Straße 26;Markkleeberg;1134;51.28402;Normalladeeinrichtung;12.369383;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;4416
Südring 21;Markkleeberg;1135;51.281298;Normalladeeinrichtung;12.428057;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.12;4416
Rathausstraße 29;Markkleeberg;1136;51.278532;Normalladeeinrichtung;12.372069;1;Stadtverwaltung Markkleeberg;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;15.09.17;4416
Magdeborner Straße 2;Markkleeberg;1137;51.28469;Normalladeeinrichtung;12.423812;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.11.13;4417
Otto-Schmidt-Straße;Taucha;1138;51.372146;Schnellladeeinrichtung;12.476382;2;envia Mitteldeutsche Energie AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;06.12.16;4425
Bierweg 6;Schkeuditz;1139;51.39956;Schnellladeeinrichtung;12.19167;2;Allego GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;30.10.15;4435
Terminalring 2;Schkeuditz;1140;51.422048;Normalladeeinrichtung;12.221704;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;09.04.18;4435
Terminalring 2;Schkeuditz;1141;51.421952;Normalladeeinrichtung;12.221665;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;09.04.18;4435
Hafenstraße 2;Zwenkau;1142;51.23369;Normalladeeinrichtung;12.335186;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;4442
Rathausstraße 1;Borsdorf;1143;51.346825;Normalladeeinrichtung;12.540421;1;Gemeinde Borsdorf;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;09.08.16;4451
Heinrich-Kretschmann-Straße 14;Borsdorf;1144;51.346964;Normalladeeinrichtung;12.539788;2;Gemeinde Borsdorf;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;07.12.17;4451
Eisenbahnstraße 14;Delitzsch;1145;51.524888;Normalladeeinrichtung;12.344463;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.10.11;4509
Markt 1;Delitzsch;1146;51.522408;Normalladeeinrichtung;12.333105;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.10.11;4509
Am Wilhelmsschacht 34;Borna;1147;51.111864;Schnellladeeinrichtung;12.488579;2;Kaufland Vertrieb 220 GmbH & Co KG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;06.11.18;4552
Am Wilhelmschacht 20;Borna;1148;51.11474;Normalladeeinrichtung;12.48497;2;Städtische Werke Borna GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.10.18;4552
Kasernenstraße Parkplatz;Borna;1149;51.11808;Normalladeeinrichtung;12.18784;2;Städtische Werke Borna GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.10.18;4552
Brauhausstraße Parkplatz;Borna;1150;51.1225;Normalladeeinrichtung;12.49777;2;Städtische Werke Borna GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.10.18;4552
Röthaer Straße Parkplatz;Borna;1151;51.12817;Normalladeeinrichtung;12.49965;2;Städtische Werke Borna GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.10.18;4552
Rudolf-Virchow-Straße Parkhaus;Borna;1152;51.1352;Normalladeeinrichtung;12.50387;2;Städtische Werke Borna GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.10.18;4552
Ernst-Schneller-Straße 1;Kitzscher;1153;51.16385;Normalladeeinrichtung;12.55022;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;4567
Markt 17;Neukieritzsch;1154;51.151658;Normalladeeinrichtung;12.411113;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;4575
August-Bebel-Straße 16/17;Altenburg;1155;50.98022268;Normalladeeinrichtung;12.43202591;1;last Hotelinvest GmbH;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;01.05.18;4600
Altenburger Land Nord;Schmölln;1156;50.861;Schnellladeeinrichtung;12.305;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;02.06.17;4626
Altenburger Land Süd;Schmölln;1157;50.858;Schnellladeeinrichtung;12.314;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;02.06.17;4626
Markt 1;Schmölln;1158;50.894626;Normalladeeinrichtung;12.351819;2;Thüringer Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;25.10.17;4626
Ballendorfer Straße 18a;Bad;1159;51.1449012;Normalladeeinrichtung;12.6450532;2;Sandy Lehmann;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.02.18;4651
Muldental Nord;Grimma;1160;51.2803;Schnellladeeinrichtung;12.66;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;01.06.17;4668
Muldental Süd;Grimma;1161;51.28;Schnellladeeinrichtung;12.658;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;17.07.17;4668
Wedniger Straße 40;Grimma;1162;51.25647;Normalladeeinrichtung;12.73762;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;4668
Bahnhofstraße 5;Grimma;1163;51.22559261;Normalladeeinrichtung;12.71906755;2;Danpower-Gruppe;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;25.08.17;4668
Altoschatzer Str. 6;Oschatz;1164;51.297307;Normalladeeinrichtung;13.107235;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;4758
Friedrich-Ebert-Straße 2C;Wurzen;1165;51.374011;Normalladeeinrichtung;12.740978;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;4808
Elsterstraße 21;Elsterwerda;1166;51.458986;Normalladeeinrichtung;13.519239;2;Sparkasse Elbe-Elster;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;05.04.18;4910
An der B;Elsterwerda;1167;51.465758;Normalladeeinrichtung;13.499416;2;Autohaus Berger GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;10.08.18;4910
Bornknechtstraße 5;Halle;1168;51.48047;Normalladeeinrichtung;11.96446;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.03.16;6108
Hansering 5;Halle;1169;51.48111;Normalladeeinrichtung;11.9755;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;24.08.15;6108
Gustav-Anlauf-Straße;Halle;1170;51.48242;Normalladeeinrichtung;11.97272;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.04.15;6108
Oleariusstraße 1a;Halle;1171;51.48325;Normalladeeinrichtung;11.9668;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;02.07.15;6108
Universitätsring 10;Halle;1172;51.48736;Normalladeeinrichtung;11.96682;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;02.07.15;6108
Moritzzwinger 10;Halle;1173;51.47897;Normalladeeinrichtung;11.96796;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;03.06.15;6108
Liebenauer Straße 118;Halle;1174;51.46389;Normalladeeinrichtung;11.97896;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.04.15;6110
Lutherstraße 79;Halle;1175;51.466242;Normalladeeinrichtung;11.97989;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.03.18;6110
Pfännerhöhe 70;Halle;1176;51.471545;Normalladeeinrichtung;11.973477;4;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;22.0;22.0;22.0;22.0;12.03.18;6110
Freiimfelder Straße 74;Halle;1177;51.48527;Normalladeeinrichtung;11.9954;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.04.15;6112
Magdeburger Straße 51;Halle;1178;51.482069;Normalladeeinrichtung;11.983245;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;6112
Äußere Hordorfer Straße 12;Halle;1179;51.49615;Normalladeeinrichtung;11.98559;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.04.16;6114
Delitzscher Straße 180;Halle;1180;51.47899;Normalladeeinrichtung;12.03491;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;03.07.15;6116
Dölauer Straße 77;Halle;1181;51.50793;Normalladeeinrichtung;11.92701;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;19.05.15;6120
Röntgenstraße 1;Halle;1182;51.50251;Normalladeeinrichtung;11.87554;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;17.07.17;6120
Walter-Hülse-Straße;Halle;1183;51.49438;Normalladeeinrichtung;11.93749;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;18.08.15;6120
Am Stadion 5;Halle;1184;51.48168;Normalladeeinrichtung;11.91592;4;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;22.0;22.0;22.0;22.0;22.04.15;6122
Heidestraße 37;Halle;1185;51.48771;Normalladeeinrichtung;11.90736;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.07.17;6126
Carl-Schurz-Straße 12;Halle;1186;51.452283;Normalladeeinrichtung;11.982898;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;16.11.16;6130
Merseburger Straße 365;Halle;1187;51.437687;Normalladeeinrichtung;11.98433;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.14;6132
Am Busch 19;Teutschenthal;1188;51.448641;Normalladeeinrichtung;11.812557;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;6179
Industriestraße 10;Kabelsketal;1189;51.443491;Normalladeeinrichtung;12.12833;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;6184
Fischweg 17;Merseburg;1190;51.37319;Normalladeeinrichtung;11.96814;2;EVH GmbH;AC Steckdose Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;22.0;0.0;0.0;15.05.17;6217
Friedensstraße 12;Benndorf;1191;51.57043827;Normalladeeinrichtung;11.49565794;2;Danpower-Gruppe;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.08.17;6308
Lelitzer Straße 27 b;Köthen;1192;51.74935;Normalladeeinrichtung;11.951005;2;Köthen Energie GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.10.17;6366
Ludwigstraße 53;Köthen;1193;51.74923;Normalladeeinrichtung;11.97954;2;Hotel Anhalt GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;25.12.17;6366
Magdeburger Chaussee 11;Bernburg;1194;51.80947514;Schnellladeeinrichtung;11.72406113;2;Schubert Motors;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;13.12.17;6406
Karlsplatz, in der Tiefgarage;Bernburg;1195;51.79427;Normalladeeinrichtung;11.742687;1;Stadtwerke Bernburg GmbH;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;29.03.17;6406
Kustrenaer Straße 98;Bernburg;1196;51.782343;Normalladeeinrichtung;11.736209;2;Stadtwerke Bernburg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.11.18;6406
Zepziger Straße / Parkplatz Hagebaumarkt;Bernburg;1197;51.781121;Normalladeeinrichtung;11.751754;2;Stadtwerke Bernburg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.11.18;6406
Plötzetal Ost;Könnern;1198;51.655803;Schnellladeeinrichtung;11.822067;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;15.12.16;6420
Plötzetal West;Könnern;1199;51.656181;Schnellladeeinrichtung;11.818083;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;15.12.16;6420
Magdeburger Strasse 22a;Aschersleben;1200;51.758889;Normalladeeinrichtung;11.449863;2;Stadtwerke Aschersleben GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;23.06.17;6449
Düsteres Tor 2;Aschersleben;1201;51.754573;Normalladeeinrichtung;11.453623;2;Stadtwerke Aschersleben GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;20.09.17;6449
Oberstrasse 60;Aschersleben;1202;51.759053;Normalladeeinrichtung;11.472237;2;Stadtwerke Aschersleben GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;26.02.18;6449
Kopernikusstrasse 10;Aschersleben;1203;51.7632925;Normalladeeinrichtung;11.46610417;2;Stadtwerke Aschersleben GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.11.18;6449
Am Mittelfeld 5;Sangerhausen;1204;51.450773;Schnellladeeinrichtung;11.305058;2;Allego GmbH;DC Kupplung Combo;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;28.04.17;6526
Am Mittelfeld 5;Sangerhausen;1205;51.450773;Schnellladeeinrichtung;11.305058;2;Allego GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;28.04.17;6526
Am Mittelfeld 5;Sangerhausen;1206;51.450773;Schnellladeeinrichtung;11.305058;2;Allego GmbH;DC Kupplung Combo;AC Kupplung Typ 2;;;53.0;22.0;0.0;0.0;28.04.17;6526
Schindelbruch 1;Südharz;1207;51.59038;Normalladeeinrichtung;11.00067;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;20.04.15;6536
Tyrahöhe 24;Südharz;1208;51.56457;Normalladeeinrichtung;10.96309;2;EVH GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;22.0;0.0;0.0;20.04.15;6547
Am Königstuhl 8;Artern;1209;51.367887;Normalladeeinrichtung;11.302011;2;Privatperson;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;25.02.18;6556
Am Königstuhl 8;Artern;1210;51.367889;Normalladeeinrichtung;11.302011;2;Privatperson;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;25.02.18;6556
Osterfeld Ost;Stößen;1211;51.105401;Schnellladeeinrichtung;11.957702;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;25.11.16;6667
Osterfeld West;Stößen;1212;51.105341;Schnellladeeinrichtung;11.954837;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;25.11.16;6667
Südring 120;Weißenfels;1213;51.192038;Normalladeeinrichtung;11.963634;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;05.12.12;6667
Zörbiger Str. 2;Bitterfeld-Wolfen;1214;51.626555;Normalladeeinrichtung;12.311306;2;Stadtwerke Bitterfeld-Wolfen GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.07.18;6749
Steinfurther Straße 46;Bitterfeld-Wolfen;1215;51.681403;Normalladeeinrichtung;12.27432;2;Stadtwerke Bitterfeld-Wolfen GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.07.18;6766
Bahnhofstraße 1;Bitterfeld-Wolfen;1216;51.662022;Normalladeeinrichtung;12.279107;2;Stadtwerke Bitterfeld-Wolfen GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.07.18;6766
Köckern Ost;Köckern;1217;51.606076;Schnellladeeinrichtung;12.185403;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;04.04.16;6794
Köckern West;Köckern;1218;51.608724;Schnellladeeinrichtung;12.184917;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;12.02.16;6794
Zunftstraße 12;Dessau-Roßlau;1219;51.817284;Schnellladeeinrichtung;12.218428;2;Allego GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;30.10.15;6847
Am Hauptbahnhof;Lutherstadt;1220;51.86766;Normalladeeinrichtung;12.66042;2;Stadtwerke Lutherstadt Wittenberg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;09.12.16;6886
Wilhelm-Weber-Str. 4;Lutherstadt;1221;51.8651;Normalladeeinrichtung;12.653;2;Stadtwerke Lutherstadt Wittenberg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.11.18;6886
Elbstraße /Wallstraße Parkplatz 3;Lutherstadt;1222;51.865;Normalladeeinrichtung;12.6428;2;Stadtwerke Lutherstadt Wittenberg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.11.18;6886
Wallstraße / Schloßplatz 1d;Lutherstadt;1223;51.8655;Normalladeeinrichtung;12.6395;2;Stadtwerke Lutherstadt Wittenberg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.11.18;6886
Lutherstr. 56;Lutherstadt;1224;51.871;Normalladeeinrichtung;12.6433;2;Stadtwerke Lutherstadt Wittenberg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.11.18;6886
Dessauer Str. 9;Wittenberg;1225;51.865679;Normalladeeinrichtung;12.616745;2;Autohaus Müller Wittenberg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;10.08.18;6886
Westendstr. 32;Zahna-Elster;1226;51.913268;Normalladeeinrichtung;12.780153;2;Stadtwerke Lutherstadt Wittenberg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.09.17;6895
Am Gorrenberg 28;Jessen/Elster;1227;51.798389;Normalladeeinrichtung;12.980111;1;Autoreparatur Schöne;AC Steckdose Typ 2, AC Schuko;;;;22.0;0.0;0.0;0.0;05.12.17;6917
Am Gorrenberg 28;Jessen/Elster;1228;51.798389;Normalladeeinrichtung;12.980111;1;Autoreparatur Schöne;AC Steckdose Typ 2, AC Schuko;;;;22.0;0.0;0.0;0.0;05.12.17;6917
Kulmbacher Str.     P+R Parkplatz;Saalfeld;1229;50.649907;Normalladeeinrichtung;11.373572;2;Stadtwerke Saalfeld GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;25.11.16;7318
Feengrottenweg 2;Saalfeld/Saale;1230;50.635303;Normalladeeinrichtung;11.341301;2;Stadtwerke Saalfeld GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;30.09.17;7318
Parkstraße 8;Bad;1231;50.44941;Normalladeeinrichtung;11.642875;2;Thüringer Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;20.07.17;7356
Ortsstraße 21;Oppurg;1232;50.719473;Normalladeeinrichtung;11.670448;2;PEM-energy GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;03.04.18;7381
Brauhausgasse 1;Pößneck;1233;50.695369;Normalladeeinrichtung;11.592339;2;Stadtwerke Energie Jena-Pößneck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.04.17;7381
Bahnhofstraße 7;Bad;1234;50.683744;Normalladeeinrichtung;11.270342;2;Thüringer Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.08.17;7422
Neue Straße 5;Gera;1235;50.879771;Normalladeeinrichtung;12.076573;2;Energieversorgung Gera GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;13.01.17;7545
Franz-Mehring-Straße;Gera;1236;50.884067;Normalladeeinrichtung;12.079147;2;Energieversorgung Gera GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;06.02.17;7545
